fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5283596117263192,0.9618766712454474,-1.3914722776605752,-0.45321840673805097,-0.24370668659233014,-0.4661925171277333,-0.37913268889591223,0.5582744625310078,1.2886429167098892,-0.5792065221278783,-0.960246106894752,5
-0.2985474337867384,1.967442454140912,-1.3914722776605752,0.04341614479349776,0.22387519619714324,0.8726382318679612,0.624363227786,0.0282607677409722,-0.7199332966852584,0.128950400682733,-0.5847771110397105,5
-0.2985474337867384,1.297065265543936,-1.1860704292930375,-0.16942723443430885,0.09635286452728677,-0.08366944598610629,0.22904665454767079,0.1342635066989676,-0.3311766102216835,-0.0480888300199198,-0.5847771110397105,5
1.6548560786996995,-1.384443488843969,1.4841535994849522,-0.45321840673805097,-0.26496040853730624,0.10759208958470712,0.41150045758074566,0.664277201489003,-0.97910442099431,-0.4611803683261102,-0.5847771110397105,6
-0.5283596117263192,0.9618766712454474,-1.3914722776605752,-0.45321840673805097,-0.24370668659233014,-0.4661925171277333,-0.37913268889591223,0.5582744625310078,1.2886429167098892,-0.5792065221278783,-0.960246106894752,5
-0.5283596117263192,0.7384176083797891,-1.3914722776605752,-0.5241661998139865,-0.26496040853730624,-0.2749309815569198,-0.19667888586283722,0.5582744625310078,1.2886429167098892,-0.5792065221278783,-0.960246106894752,5
-0.24109438930184274,0.4032290140813007,-1.0833695051092689,-0.6660617859658575,-0.3924827402071624,-0.08366944598610629,0.38109149040856655,-0.1837447101750771,-0.07200548591263149,-1.1693372911367212,-0.960246106894752,5
-0.5858126562112147,0.6825528426633743,-1.3914722776605752,-0.9498529582695996,-0.4774976279870667,-0.08366944598610629,-0.7744492621342411,-1.137769360797094,0.5111295437827365,-1.1103242142358372,-0.3970426131121906,7
-0.2985474337867384,0.2914994826484713,-1.2887713534768064,-0.38227061366211545,-0.3074678524272583,-0.657454052698547,-0.8656761636507786,0.0282607677409722,0.3167512005509461,-0.5201934452269946,-0.866378857930992,7
-0.47090656724142405,-0.1554186430828459,0.45714435764726363,2.526588902451241,-0.3499752963172105,0.10759208958470712,1.6886770788122702,0.5582744625310078,0.2519584194736845,0.8371073234933443,0.07229363170661078,5
-0.930530923120586,0.2914994826484713,-0.9806685809255,-0.5241661998139865,0.20262147425216515,-0.08366944598610629,0.5635452934416416,-0.4487515575700654,-0.20159104806715747,-0.6972326759296469,-1.1479806048222734,5
-0.47090656724142405,-0.1554186430828459,0.45714435764726363,2.526588902451241,-0.3499752963172105,0.10759208958470712,1.6886770788122702,0.5582744625310078,0.2519584194736845,0.8371073234933443,0.07229363170661078,5
-1.562514412454434,0.4870261626559228,-1.3914722776605752,-0.6660617859658575,0.03259169869235849,0.011961321799300317,0.38109149040856655,-1.2967734692341455,1.7421923842507312,-0.8152588297314155,-0.4909098620759505,5
-0.2985474337867384,0.4590937797977154,0.09769112300407264,-0.6660617859658575,0.5639347473167603,-0.657454052698547,-0.531177524756808,0.3462689846149582,-0.3311766102216835,5.322101167960549,-1.2418478537860334,5
0.33343605554710953,0.5149585455141302,-0.4671639600066557,0.894789661704724,1.8816655079052755,3.454668962073944,2.9962626672159742,0.9822854183630478,-0.97910442099431,1.3092119387004182,-1.1479806048222734,5
0.33343605554710953,0.5149585455141302,-0.41581349791477124,0.9657374547806596,1.75414317623542,3.359038194288537,3.0874895687325115,0.9822854183630478,-0.9143116399170488,1.60427732320484,-1.1479806048222734,5
0.10362387760752835,-1.384443488843969,1.4841535994849522,-0.5241661998139865,0.09635286452728677,1.8289459097220289,1.7190860459844497,0.0812621372199699,-0.07200548591263149,0.5420419389889227,0.07229363170661078,7
-0.12618830033205264,0.1797699512156424,0.046340660912188435,-0.5951139928899221,5.96238012134068,0.011961321799300317,0.28986458889202915,0.0282607677409722,-1.3030683263806264,3.669735014735789,-1.0541133558585118,5
-0.5283596117263192,0.347364248364886,-0.9806685809255,1.3204764201603374,-0.031169467142569594,-0.9443463560547672,-0.531177524756808,0.3462689846149582,0.446336762705472,-0.9332849835331842,-1.335715102749793,4
-0.24109438930184274,-1.1609844259783104,1.22740128902553,-0.5241661998139865,5.388529628826326,0.10759208958470712,0.28986458889202915,0.0812621372199699,-1.7566177939214658,2.489473476718104,-1.1479806048222734,6
0.33343605554710953,-1.7196320831424574,1.0733499027498763,-0.5241661998139865,-0.22245296464735403,1.2551613030095885,0.41150045758074566,0.0282607677409722,0.5111295437827365,-0.7562457528305312,-0.960246106894752,6
-0.41345352275652886,-0.7699310659634075,0.20039204718784154,-0.16942723443430885,-0.11618435492247567,0.6813766962971477,0.7459990964747165,0.7702799404469984,1.3534356977871536,-0.0480888300199198,-0.6786443600034722,5
-0.24109438930184274,-0.5464720030977489,-0.31311257373100243,-0.6660617859658575,0.3939049717569516,-0.5618232849131403,-0.2879057873793748,-0.077741971217023,-0.9143116399170488,1.4862511694030711,-0.866378857930992,5
0.10362387760752835,-0.2112834087992606,-0.8266171946498468,-0.16942723443430885,-0.07367691103252148,-0.657454052698547,0.624363227786,0.0282607677409722,-0.9143116399170488,-0.7562457528305312,-0.960246106894752,5
